brand,model,year,mileage_km,price_rub,city,fuel_type,transmission,body_type,color,engine_volume_l,owners_count
Mazda,CX-5,2024,42103,1100000,Казань,Электро,Вариатор,Кроссовер,Серебристый,3.0,3
Toyota,Land Cruiser,2024,2797,1100000,Самара,Гибрид,Вариатор,Внедорожник,Серебристый,1.3,2
Toyota,RAV4,2024,22476,1100000,Уфа,Гибрид,Механика,Седан,Красный,2.7,4
Toyota,Corolla,2023,9781,1100000,Москва,Дизель,Автомат,Хэтчбек,Синий,2.3,1
Volkswagen,Passat,2024,1000,1100000,Ростов-на-Дону,Гибрид,Робот,Внедорожник,Зеленый,1.7,2
Toyota,Corolla,2023,15686,1100000,Самара,Гибрид,Автомат,Универсал,Серый,1.5,4
Audi,A6,2022,80270,1100000,Новосибирск,Электро,Вариатор,Кроссовер,Зеленый,2.5,3
Mercedes-Benz,E-Class,2020,117752,1100000,Новосибирск,Гибрид,Вариатор,Хэтчбек,Белый,2.0,3
Audi,Q7,2020,32431,1100000,Санкт-Петербург,Гибрид,Механика,Хэтчбек,Серебристый,3.5,2
Audi,A3,2022,79507,1100000,Уфа,Дизель,Автомат,Внедорожник,Черный,1.3,3
Mercedes-Benz,GLC,2020,91153,1100000,Ростов-на-Дону,Электро,Автомат,Хэтчбек,Синий,2.9,2
Audi,Q5,2021,24518,1100000,Нижний Новгород,Электро,Автомат,Хэтчбек,Черный,3.0,3
Audi,A6,2021,98585,1100000,Челябинск,Электро,Автомат,Кроссовер,Серый,2.9,2
Volkswagen,Jetta,2024,39592,1100000,Самара,Гибрид,Механика,Седан,Синий,3.3,1
Audi,A6,2020,120758,1100000,Москва,Бензин,Вариатор,Внедорожник,Красный,2.8,2
Toyota,Highlander,2022,61108,1090000,Санкт-Петербург,Дизель,Робот,Кроссовер,Белый,2.5,4
Mercedes-Benz,GLE,2019,130594,1090000,Красноярск,Гибрид,Вариатор,Кроссовер,Красный,1.9,4
Audi,A3,2022,84749,1090000,Омск,Электро,Автомат,Кроссовер,Серебристый,2.2,3
Mercedes-Benz,GLE,2020,95827,1090000,Воронеж,Дизель,Робот,Кроссовер,Серый,1.8,1
Toyota,Camry,2024,39981,1090000,Волгоград,Дизель,Робот,Кроссовер,Зеленый,3.5,3
Nissan,Qashqai,2024,12011,1090000,Воронеж,Бензин,Механика,Седан,Серебристый,2.5,2
Toyota,Land Cruiser,2022,36558,1090000,Пермь,Гибрид,Механика,Седан,Серый,2.5,1
Mercedes-Benz,GLE,2019,88562,1080000,Уфа,Дизель,Автомат,Хэтчбек,Синий,2.6,3
Toyota,Highlander,2022,67087,1080000,Уфа,Гибрид,Робот,Кроссовер,Серебристый,3.1,4
BMW,3 Series,2020,61732,1080000,Санкт-Петербург,Электро,Механика,Внедорожник,Красный,2.5,1
Toyota,Highlander,2024,1000,1080000,Уфа,Бензин,Механика,Внедорожник,Белый,3.1,4
Toyota,Corolla,2024,8656,1080000,Самара,Электро,Автомат,Седан,Серый,2.8,3
BMW,7 Series,2019,64627,1070000,Новосибирск,Дизель,Робот,Универсал,Зеленый,1.9,4
Audi,A6,2020,80299,1070000,Уфа,Дизель,Робот,Хэтчбек,Серый,2.7,4
BMW,X5,2019,50789,1070000,Волгоград,Электро,Робот,Хэтчбек,Черный,2.9,4
Mercedes-Benz,E-Class,2019,100089,1070000,Воронеж,Бензин,Вариатор,Кроссовер,Белый,2.2,1
Volkswagen,Passat,2024,46383,1070000,Новосибирск,Дизель,Автомат,Хэтчбек,Красный,3.1,2
Mercedes-Benz,GLC,2020,102264,1070000,Воронеж,Электро,Автомат,Хэтчбек,Черный,3.1,1
Toyota,Camry,2022,46767,1070000,Волгоград,Электро,Вариатор,Кроссовер,Белый,2.4,2
Audi,Q5,2020,21501,1070000,Казань,Бензин,Робот,Кроссовер,Синий,2.0,3
Mazda,CX-5,2024,2325,1070000,Челябинск,Дизель,Робот,Внедорожник,Серебристый,3.0,4
Mercedes-Benz,GLC,2020,88169,1070000,Москва,Гибрид,Робот,Кроссовер,Синий,2.9,2
BMW,X3,2021,77878,1060000,Самара,Бензин,Робот,Кроссовер,Синий,2.0,1
Volkswagen,Passat,2024,18385,1060000,Уфа,Дизель,Робот,Кроссовер,Зеленый,1.4,1
Toyota,Land Cruiser,2024,3049,1060000,Воронеж,Электро,Вариатор,Универсал,Серебристый,1.6,1
BMW,X3,2021,123922,1060000,Челябинск,Бензин,Механика,Кроссовер,Белый,1.5,3
Toyota,RAV4,2023,29093,1060000,Омск,Электро,Автомат,Седан,Зеленый,1.2,3
Toyota,Corolla,2024,4612,1050000,Волгоград,Гибрид,Механика,Хэтчбек,Серебристый,2.1,1
Volkswagen,Polo,2024,22752,1050000,Казань,Гибрид,Механика,Кроссовер,Красный,3.3,4
Toyota,Land Cruiser,2022,66458,1050000,Нижний Новгород,Бензин,Вариатор,Кроссовер,Синий,1.5,3
Audi,A4,2021,69915,1050000,Волгоград,Электро,Автомат,Кроссовер,Серый,1.8,3
BMW,7 Series,2020,97925,1050000,Екатеринбург,Электро,Робот,Кроссовер,Белый,3.4,4
Mazda,CX-9,2024,31343,1050000,Самара,Гибрид,Автомат,Универсал,Зеленый,3.0,4
Volkswagen,Polo,2024,46367,1050000,Уфа,Гибрид,Автомат,Седан,Синий,2.3,1
Audi,Q7,2019,106422,1050000,Санкт-Петербург,Электро,Робот,Внедорожник,Серебристый,3.2,2
BMW,X5,2019,119471,1040000,Новосибирск,Дизель,Робот,Хэтчбек,Черный,2.4,2
BMW,5 Series,2021,60283,1040000,Нижний Новгород,Электро,Робот,Внедорожник,Синий,1.3,1
Mercedes-Benz,C-Class,2018,125242,1040000,Москва,Бензин,Механика,Кроссовер,Серый,2.0,2
Mercedes-Benz,S-Class,2019,96724,1040000,Нижний Новгород,Гибрид,Автомат,Универсал,Синий,3.4,3
Audi,A4,2019,147217,1040000,Самара,Бензин,Автомат,Универсал,Черный,2.0,1
BMW,3 Series,2019,66613,1040000,Новосибирск,Электро,Механика,Седан,Серый,1.6,1
Mercedes-Benz,S-Class,2020,80075,1040000,Челябинск,Бензин,Механика,Кроссовер,Черный,1.9,2
Toyota,RAV4,2022,57699,1040000,Омск,Дизель,Механика,Внедорожник,Зеленый,1.2,1
Mazda,3,2024,33232,1030000,Екатеринбург,Дизель,Механика,Седан,Черный,2.0,3
Toyota,Highlander,2023,43025,1030000,Санкт-Петербург,Электро,Автомат,Седан,Серебристый,2.8,2
Nissan,Juke,2024,47500,1030000,Ростов-на-Дону,Дизель,Робот,Кроссовер,Черный,2.2,3
BMW,X3,2020,120102,1030000,Пермь,Бензин,Вариатор,Хэтчбек,Серебристый,3.1,4
Audi,A4,2019,145671,1030000,Новосибирск,Гибрид,Вариатор,Внедорожник,Черный,1.7,2
Mercedes-Benz,C-Class,2019,125645,1030000,Уфа,Гибрид,Вариатор,Универсал,Черный,2.9,2
Toyota,Land Cruiser,2024,1000,1030000,Красноярск,Дизель,Механика,Хэтчбек,Синий,1.3,3
Volkswagen,Tiguan,2024,1000,1030000,Новосибирск,Дизель,Механика,Хэтчбек,Черный,1.9,3
Mazda,CX-5,2023,55883,1030000,Ростов-на-Дону,Бензин,Механика,Хэтчбек,Серебристый,2.3,2
Mercedes-Benz,GLC,2018,167533,1030000,Красноярск,Гибрид,Вариатор,Универсал,Серебристый,2.5,4
Nissan,X-Trail,2024,32200,1020000,Новосибирск,Бензин,Робот,Хэтчбек,Черный,1.6,2
BMW,X5,2020,122074,1020000,Красноярск,Гибрид,Вариатор,Кроссовер,Зеленый,3.1,2
Toyota,Highlander,2024,28324,1020000,Казань,Гибрид,Автомат,Внедорожник,Серебристый,2.9,4
Kia,Sportage,2024,37457,1020000,Москва,Гибрид,Автомат,Внедорожник,Синий,2.1,3
Mercedes-Benz,C-Class,2020,108298,1020000,Нижний Новгород,Бензин,Механика,Внедорожник,Красный,2.8,4
Mazda,6,2022,56748,1020000,Ростов-на-Дону,Бензин,Вариатор,Кроссовер,Синий,2.0,1
Audi,Q7,2021,56952,1020000,Екатеринбург,Бензин,Вариатор,Седан,Зеленый,1.7,2
Toyota,Corolla,2023,54347,1020000,Москва,Дизель,Механика,Хэтчбек,Зеленый,2.7,3
Nissan,Qashqai,2024,22168,1020000,Омск,Гибрид,Робот,Внедорожник,Серебристый,2.6,2
BMW,3 Series,2019,104542,1020000,Воронеж,Дизель,Автомат,Кроссовер,Серый,2.0,4
BMW,X3,2019,101521,1020000,Санкт-Петербург,Бензин,Механика,Внедорожник,Красный,3.0,2
Kia,Cerato,2024,6741,1020000,Новосибирск,Гибрид,Механика,Кроссовер,Серебристый,2.3,3
Mazda,CX-5,2024,4042,1010000,Уфа,Электро,Вариатор,Седан,Черный,1.8,2
Volkswagen,Polo,2023,56141,1010000,Казань,Гибрид,Механика,Универсал,Черный,2.6,2
Mercedes-Benz,GLE,2018,91852,1010000,Екатеринбург,Бензин,Робот,Внедорожник,Красный,2.9,4
Volkswagen,Jetta,2023,68099,1010000,Самара,Бензин,Робот,Внедорожник,Красный,1.3,1
Audi,Q5,2019,134078,1010000,Самара,Дизель,Механика,Внедорожник,Красный,2.4,1
Mercedes-Benz,GLC,2019,65190,1010000,Ростов-на-Дону,Электро,Вариатор,Универсал,Зеленый,2.2,1
BMW,3 Series,2021,78628,1010000,Екатеринбург,Электро,Автомат,Хэтчбек,Серебристый,3.1,2
Toyota,Land Cruiser,2022,60219,1010000,Ростов-на-Дону,Электро,Вариатор,Внедорожник,Зеленый,1.8,3
BMW,5 Series,2019,78212,1010000,Москва,Дизель,Автомат,Хэтчбек,Серый,1.5,4
Audi,A3,2019,71772,1010000,Челябинск,Гибрид,Механика,Кроссовер,Серый,2.1,2
Volkswagen,Passat,2024,1000,1010000,Ростов-на-Дону,Бензин,Механика,Внедорожник,Черный,1.7,1
Hyundai,Elantra,2024,1000,1010000,Ростов-на-Дону,Бензин,Вариатор,Внедорожник,Серебристый,1.4,2
Toyota,Land Cruiser,2024,13341,1010000,Самара,Бензин,Робот,Кроссовер,Серебристый,2.6,4
Toyota,Land Cruiser,2023,49236,1010000,Волгоград,Гибрид,Механика,Седан,Красный,2.5,3
Volkswagen,Passat,2023,5864,1000000,Ростов-на-Дону,Бензин,Вариатор,Хэтчбек,Синий,2.1,1
Mercedes-Benz,S-Class,2019,143588,1000000,Нижний Новгород,Гибрид,Вариатор,Хэтчбек,Черный,1.2,2
Volkswagen,Passat,2022,46389,1000000,Воронеж,Бензин,Автомат,Кроссовер,Зеленый,3.0,4
Kia,Sorento,2024,40445,1000000,Красноярск,Электро,Вариатор,Хэтчбек,Черный,1.8,3
BMW,7 Series,2019,96827,1000000,Санкт-Петербург,Электро,Автомат,Универсал,Серебристый,1.4,1
Mercedes-Benz,GLC,2018,188321,1000000,Самара,Электро,Механика,Седан,Красный,1.3,4
Volkswagen,Tiguan,2024,2345,1000000,Самара,Гибрид,Робот,Седан,Синий,3.4,1
Toyota,Corolla,2021,44349,1000000,Нижний Новгород,Бензин,Робот,Внедорожник,Серебристый,2.0,1
Toyota,Land Cruiser,2021,56257,1000000,Самара,Дизель,Механика,Седан,Синий,2.5,3
Hyundai,Creta,2024,44656,1000000,Нижний Новгород,Электро,Робот,Кроссовер,Зеленый,3.2,2
Audi,Q5,2021,81840,990000,Нижний Новгород,Дизель,Автомат,Хэтчбек,Серебристый,2.5,1
Hyundai,Creta,2024,15559,990000,Екатеринбург,Гибрид,Автомат,Внедорожник,Красный,2.1,1
BMW,X3,2019,122664,990000,Казань,Гибрид,Механика,Седан,Серый,2.7,3
Toyota,RAV4,2022,23965,990000,Самара,Дизель,Автомат,Универсал,Зеленый,2.1,1
Audi,A6,2019,129199,990000,Омск,Дизель,Робот,Универсал,Серый,2.7,4
Mazda,CX-5,2023,27422,990000,Волгоград,Гибрид,Робот,Кроссовер,Красный,1.4,3
Kia,Sorento,2024,30944,990000,Волгоград,Бензин,Вариатор,Универсал,Красный,1.6,2
Mercedes-Benz,GLC,2019,107119,990000,Новосибирск,Гибрид,Механика,Универсал,Белый,2.1,2
Mercedes-Benz,C-Class,2019,98200,990000,Уфа,Бензин,Вариатор,Седан,Серебристый,3.0,1
Mercedes-Benz,GLE,2018,114268,990000,Ростов-на-Дону,Электро,Механика,Внедорожник,Белый,3.3,3
Audi,A6,2021,71837,990000,Челябинск,Гибрид,Вариатор,Внедорожник,Красный,3.3,2
Mazda,CX-5,2022,15778,980000,Пермь,Бензин,Автомат,Седан,Серый,3.0,2
Mercedes-Benz,GLE,2018,73390,980000,Челябинск,Электро,Автомат,Внедорожник,Серый,2.3,3
Toyota,Land Cruiser,2022,73117,980000,Красноярск,Электро,Вариатор,Седан,Серебристый,2.3,1
Toyota,Camry,2024,1000,980000,Омск,Дизель,Вариатор,Внедорожник,Синий,1.8,4
Mercedes-Benz,S-Class,2019,96637,980000,Омск,Гибрид,Робот,Внедорожник,Зеленый,2.7,3
BMW,3 Series,2020,125375,980000,Казань,Бензин,Вариатор,Универсал,Черный,3.4,1
